mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__C,param_estimator__epsilon,param_estimator__gamma,param_estimator__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0048141002655029295,0.0013515546248990924,0.0016180038452148437,0.0010068756642471976,10,1,auto,rbf,"{'estimator__C': 10, 'estimator__epsilon': 1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-9.613647518404491,-3.2166928049763737,-1.981503513496663,-3.7958040935360584,-2.514847289095491,-2.272861210073217,-0.2064647110630537,-2.391579032912694,-1.2287592075111724,-1.1702895588836162,-2.839244893995283,2.462168966103207,12
0.0058901309967041016,0.00017326112885759605,0.0014421701431274413,4.2692566514888634e-05,0.1,0.5,scale,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.5, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-10.81051941393682,-4.4919569709640195,-2.470029993552193,-3.346368511739962,-2.237949888127007,-2.0901596574040013,-0.13194218422586468,-2.368695489592145,-1.1352846366807214,-0.9795139315311556,-3.006242067775389,2.84996415799973,13
0.005123353004455567,0.00021825275980342447,0.0015996456146240234,0.0003624976668720809,1,0.5,auto,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.5, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-10.88014579852356,-4.620577649514916,-2.470130211339076,-3.3573705899033954,-2.2678597254775963,-2.0877159825738545,-0.14000999334735859,-2.3668641748409955,-1.1585499127187697,-0.9451025642625336,-3.0294326602502055,2.8755003018135015,14
0.007069873809814453,0.0039926819877036425,0.0016082763671875,0.0006673528379562249,1,1,0.1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 1, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-9.537467949760508,-3.417757573542122,-2.0657127842045884,-3.7710405035507213,-2.918693507261583,-2.583533731409368,-0.20229392149196718,-2.519729888897448,-1.235261635475842,-2.142856365863526,-3.039434786145767,2.3759571525022727,15
0.006594991683959961,0.00031435628799547145,0.0015949964523315429,0.0001260712471482967,0.1,0.1,scale,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.1, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-11.170715972053175,-4.760594471336955,-2.6748517913872796,-3.207104041656789,-2.119200688645079,-1.9561468584252744,-0.14699546582001125,-2.3130590344861104,-1.1412540189011564,-0.9843269231687952,-3.0474249265880626,2.9661633255538655,16
0.006564879417419433,0.00024188549995571092,0.0015707969665527343,6.740099556416964e-05,0.1,0.2,scale,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.2, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-11.151677484834712,-4.770084529797572,-2.696866731108086,-3.2027476299464306,-2.1462883400573154,-1.9662144258581178,-0.1362430830602108,-2.3393986349542266,-1.139694777560886,-0.9405425877153352,-3.048975822489289,2.9635989866336185,17
0.0051365852355957035,0.0002071624014009137,0.0013180255889892578,5.879856549947838e-05,0.1,1,scale,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 1, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-10.234703889855682,-3.981556302369664,-2.160052538903302,-4.025303211229307,-2.755985349463117,-2.553139146467746,-0.19805916194849674,-2.456806855121409,-1.185529198346968,-1.0737879336893985,-3.062492358739509,2.6538623711695792,18
0.005943608283996582,0.0006049370702681941,0.0024990081787109376,0.0022691566572612845,1,0.2,auto,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-11.166940397345819,-4.87321701587399,-2.6901464859289064,-3.185222361890835,-2.1586562728424803,-1.9889947108043946,-0.13406860503644893,-2.3375441082368553,-1.1589115497986584,-0.9451845351969133,-3.0638886042955304,2.9713907726068975,19
0.005209779739379883,0.00020265192701356181,0.0014604568481445313,7.175624526781727e-05,0.1,0.5,auto,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.5, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-10.964311384302155,-4.770196016322166,-2.4821358493996355,-3.393052953613356,-2.3156851368337574,-2.1322009562087985,-0.14010282616062575,-2.3650206773359836,-1.1653720901414601,-0.9330823326897235,-3.066116022300766,2.9048991581408115,20
0.006036639213562012,0.000969403681626955,0.0016120672225952148,0.00021268319744668853,1,0.1,auto,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-11.225683068060892,-4.905960098947199,-2.681926559893983,-3.2000861009028494,-2.144997853846078,-1.9749413658182777,-0.14772511023604779,-2.311350425171053,-1.153113938897911,-0.9876433475616011,-3.073342786933589,2.9872062354065987,21
0.005179738998413086,0.0002669057647732904,0.0014290332794189454,5.636911058797878e-05,0.1,0.5,0.1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.5, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-10.932511469638646,-4.693548138756254,-2.5696438079966035,-3.349831419144688,-2.380112133509938,-2.1612608338970363,-0.1336990500691862,-2.4036294340868483,-1.1358900547541975,-1.0337804073224737,-3.0793906749175877,2.8816212782606088,22
0.006637263298034668,0.0023075549515481804,0.0024338722229003905,0.0025669755509507984,1,1,auto,rbf,"{'estimator__C': 1, 'estimator__epsilon': 1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-10.33607984382305,-4.0751026471390865,-2.1907275081351596,-4.019695569725402,-2.7606596613564403,-2.552493412054374,-0.19506121681768424,-2.4523140348802395,-1.1816400671273328,-1.0373164890983004,-3.080109045015707,2.6867859321891294,23
0.005721950531005859,0.00017032344288265617,0.0016360998153686524,0.00021511246900956526,0.1,0.2,auto,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-11.234104973975024,-4.995360859320635,-2.702049535510821,-3.205031241048297,-2.194888939532423,-2.034057497932772,-0.13059951283022173,-2.3336715715810854,-1.1652917376734453,-0.9543843847460235,-3.094944025415075,2.9938606749700414,24
0.005914878845214844,0.0002201429090271866,0.001645064353942871,0.0002607220580534246,0.1,0.1,auto,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-11.289292914300285,-5.031161959404574,-2.710449805456161,-3.1968108119725063,-2.1697190202183694,-2.0265786440902067,-0.14725084171840436,-2.3108052277741504,-1.1600822508000463,-0.9815273371177835,-3.102367881285248,3.0094084128674616,25
0.005142736434936524,0.00026871601184764115,0.0014657258987426757,7.724961010405307e-05,0.1,0.5,10,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.5, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-10.990144130718484,-4.81730690002124,-2.5756500204809054,-3.332037044169568,-2.406114880770292,-2.1685556105672625,-0.14128939603450572,-2.420338607329908,-1.1470260540421287,-1.034867584755026,-3.103333022888932,2.9013107860918455,26
0.005186724662780762,0.00020268030719580244,0.0014481067657470704,7.67631408489695e-05,0.1,0.5,1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.5, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-10.990165866334447,-4.817306422579353,-2.5756503137072126,-3.332209943096011,-2.4061637492177623,-2.1685891923933007,-0.14128526689790244,-2.4203361457612944,-1.147034083608747,-1.034937879926133,-3.1033678863522165,2.901310694570899,27
0.004808378219604492,0.0005640548022553956,0.001394367218017578,0.00027778605287194074,0.1,1,auto,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-10.438589864236711,-4.161635855617641,-2.226890753620904,-4.018918609681565,-2.7673469312124794,-2.58549612914872,-0.1917873701405194,-2.4469232732207185,-1.1754690618616788,-1.0220647619253078,-3.1035122610666246,2.7178998525935114,28
0.004369759559631347,0.00018994975780572794,0.0012758970260620117,1.404981489226762e-05,0.1,1,0.1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 1, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-10.311022133964407,-4.080436687862219,-2.211454418748908,-4.049608222917049,-2.832221641062416,-2.617789349641612,-0.20319285510994897,-2.4563386452916602,-1.1688846618504285,-1.1172345607628356,-3.104818317721148,2.6724842815609224,29
0.005639195442199707,0.0024943215108049455,0.0016016006469726563,0.000867367958615415,0.1,1,10,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 1, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-10.372857182051328,-4.147365242623573,-2.230367166253014,-4.022697132888128,-2.82249360269053,-2.6038403209957677,-0.2054673343387921,-2.4472920551977455,-1.1634129485408773,-1.1153266093109502,-3.1131119594890704,2.6909880469582026,30
0.0045318603515625,0.00019635668415547505,0.0017090797424316405,0.0011714840072718662,0.1,1,1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 1, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-10.37285682964606,-4.147364861418593,-2.2303673697377766,-4.022697565549789,-2.822494056192543,-2.6038404659712366,-0.20546734214770154,-2.4472953435724656,-1.1634129864022626,-1.1153266917907172,-3.113112351242915,2.6909878464702595,31
0.005719923973083496,0.0003937709364696416,0.0016084909439086914,0.00022493708846710198,0.1,0.2,0.1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.2, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-11.293360309540994,-4.903106969568375,-2.8138066856468797,-3.252125078991067,-2.3050676087849107,-2.0560604619426517,-0.13294734728288304,-2.324236478414992,-1.1442401292370865,-1.0012645260420123,-3.122621559545185,2.997313867812643,32
0.005719923973083496,0.00026883494661557105,0.0015482187271118164,7.646474866916153e-05,0.1,0.1,0.1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.1, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-11.318865413962769,-4.900903728130279,-2.806842653108485,-3.2428759671414653,-2.2866336927190254,-2.0695729505040896,-0.15377655790711534,-2.301295142419323,-1.1354791427445932,-1.036751841006637,-3.1252997089643784,3.0008465270437865,33
0.0034873247146606444,0.00018840509696868392,0.0015457868576049805,0.0009499466178900916,100,2,auto,rbf,"{'estimator__C': 100, 'estimator__epsilon': 2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.25899223526092,-1.8688159979089145,-1.6438087523322094,-4.351319824581913,-3.378648010257624,-3.430449788199389,-0.5287177675543574,-3.0064926951540007,-1.67282057224669,-3.1527971909641295,-3.1292862834460147,2.0163193867329254,34
0.003612208366394043,0.0007472925557212377,0.0011035442352294923,2.3698902705591283e-05,10,2,auto,rbf,"{'estimator__C': 10, 'estimator__epsilon': 2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.72738112723792,-2.310383025537219,-1.2880494045582764,-4.789642925993627,-3.607092966589672,-3.4788092439610185,-0.5970296023008054,-3.118594618012462,-1.6270179323878042,-1.8144271462334907,-3.1358427992812294,2.2114326681618195,35
0.005551290512084961,0.00012170206158091948,0.0015358686447143554,6.367672859087171e-05,0.1,0.2,10,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.2, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-11.380804562892221,-5.012429988111049,-2.8334992153509146,-3.245096181360065,-2.340535298457578,-2.0464304194419496,-0.13507576669243476,-2.3199496965320767,-1.1590413040390513,-1.002076926633598,-3.1474939359510943,3.0257773060675865,36
0.00566413402557373,0.00018736750034392072,0.001530766487121582,5.965928910717e-05,0.1,0.2,1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.2, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-11.380759906127615,-5.0124407751197175,-2.8335105874246813,-3.245126364417915,-2.3405588183847637,-2.046489283966367,-0.13507713771173185,-2.3199571451775833,-1.1590219274731943,-1.0020896197384723,-3.147503156554204,3.0257630628414685,37
0.005813884735107422,0.00023203015180157648,0.0016043424606323243,8.160900796286494e-05,0.1,0.1,10,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.1, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-11.419645079618718,-5.0256205459537675,-2.8347483751079277,-3.208772265132886,-2.3079321606483667,-2.0571994033400367,-0.15376085588732916,-2.2978202858425814,-1.15101000708588,-1.0488631344232182,-3.150537211304071,3.033570583308947,38
0.005782365798950195,0.0002737822530291062,0.0015858173370361327,7.639365832747126e-05,0.1,0.1,1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 0.1, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-11.419962355987375,-5.025550361987541,-2.834713757441733,-3.2089124250606726,-2.30806551859665,-2.0572806035247164,-0.153774202651074,-2.2978292124713064,-1.1509949411690048,-1.0488917896757042,-3.150597516856578,3.0336441685711715,39
0.004356288909912109,0.0008068441928120786,0.0010833978652954102,2.7898936927506207e-05,0.1,2,scale,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 2, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-8.738728671628136,-2.8462263204051794,-1.3022821134967346,-4.878676856628969,-3.6278472474695076,-3.5340133888395773,-0.5280938058145395,-3.0326118519829164,-1.525334261262461,-1.5962148553357671,-3.161002937286379,2.237076315450245,40
0.00734400749206543,0.004401245200971659,0.0014868736267089843,6.201360280894717e-05,1,0.5,0.1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.5, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-10.39935637294643,-3.7431798480227165,-2.7543069391210127,-3.36151186623631,-3.20279435535838,-2.2863398722466473,-0.12884454619430655,-2.485725258630528,-1.1935497959262078,-2.056118195117832,-3.161172704980037,2.616232103638413,41
0.0078095197677612305,0.004018433451408569,0.0012015819549560547,0.0001924443763466435,1,2,auto,rbf,"{'estimator__C': 1, 'estimator__epsilon': 2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.774110151787792,-2.927022215442035,-1.3033151314227034,-4.880200103711169,-3.670702728882263,-3.5231901132263364,-0.5252943987109029,-3.0265075748403976,-1.523872949385956,-1.5588255952877574,-3.1713040962697314,2.2487883423150397,42
0.0049467325210571286,0.00263970183980611,0.0013137340545654296,0.0006520413454661825,1,2,scale,rbf,"{'estimator__C': 1, 'estimator__epsilon': 2, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-8.74973229143083,-1.983480778994124,-1.520706965505473,-4.921095091020825,-3.5896086302150056,-3.5981618371267565,-0.5742875345101722,-3.243259402314339,-1.6181260697916964,-2.1218093658341024,-3.1920267966743325,2.2120666907945403,43
0.0037615299224853516,0.0013789855342903397,0.0010593891143798827,4.5956589656177745e-05,0.1,2,auto,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.832499194941834,-2.998853389979894,-1.3122412380924506,-4.903371420542976,-3.7223575472442265,-3.5557043576093608,-0.5246073491553074,-3.0413720430973035,-1.5223110636666306,-1.5419836551057537,-3.1955301259435736,2.2666350546703713,44
0.005256080627441406,0.0018133025157810784,0.001424407958984375,0.00020983671950222614,1,1,1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 1, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-10.07941348986721,-3.995974147422927,-2.207596611990532,-3.834054549220208,-2.978625953871593,-2.626423548950126,-0.21293473933161639,-2.586231221772168,-1.2547349603568831,-2.2881895882952903,-3.2064178811078556,2.522679216058618,45
0.006598281860351563,0.004817155788761855,0.0017750024795532226,0.001271245482487963,1,1,10,rbf,"{'estimator__C': 1, 'estimator__epsilon': 1, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-10.07941582524568,-3.9959763705141516,-2.2075757026940543,-3.8341158964501956,-2.9785421824739027,-2.626422990546171,-0.21293469989536562,-2.5863291510601973,-1.254722112556827,-2.2881889062485965,-3.2064223837685146,2.522681661717299,46
0.0034027338027954102,0.00021494749804415643,0.001068449020385742,2.5794466296136314e-05,0.1,2,0.1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 2, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-8.806345439535082,-2.895129866309801,-1.310471970153185,-4.981285178983739,-3.7062725560172174,-3.63173576282606,-0.5390850535336857,-3.06698998323885,-1.5263741997847018,-1.6473988459274262,-3.211108885630975,2.2587291853251465,47
0.0035336971282958984,0.0007297480427191814,0.0010795354843139648,3.8885836363743335e-05,0.1,2,1,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 2, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-8.858121462269223,-2.941705098590269,-1.2994471922625457,-5.00559602296046,-3.7497922820262906,-3.638872583342677,-0.5448040717753958,-3.07803849346707,-1.532458415930864,-1.6572255971520593,-3.230606121977685,2.2729855670636048,48
0.003530406951904297,0.0003784982642712143,0.0011000633239746094,6.465945271881135e-05,0.1,2,10,rbf,"{'estimator__C': 0.1, 'estimator__epsilon': 2, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-8.858121676600058,-2.941705325198126,-1.2994470017165816,-5.005595832664202,-3.7497923365871797,-3.6388723171314683,-0.5448040327960084,-3.0780482493303847,-1.5324583898154034,-1.6572255401060183,-3.230607070194543,2.2729855600654885,49
0.005187487602233887,0.00020743009542336925,0.0013016462326049805,2.9824105884688222e-05,10,1,scale,rbf,"{'estimator__C': 10, 'estimator__epsilon': 1, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-8.526626700330365,-1.7765569629003646,-2.5112380847456146,-3.163640271788668,-2.9885782270661965,-2.184911114220032,-0.19801591408538055,-2.4395012439990547,-1.6682269302730566,-6.936172612606455,-3.2393468062015187,2.40478816799104,50
0.009096264839172363,0.004834539313859198,0.0022962093353271484,0.0012365662567502464,1,0.2,0.1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.2, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-10.781780140202562,-3.8710287660970097,-3.1438890605676857,-3.363609892828278,-3.2687429719260903,-2.314552030835956,-0.10914798538806345,-2.4912904477801874,-1.2252750864167838,-2.062013903311372,-3.2631330285353988,2.7196076645251885,51
0.008289575576782227,0.0031991020740096314,0.0028284788131713867,0.003086796276545185,1,0.1,0.1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.1, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-10.894753221627756,-3.9318000680858276,-3.2647075242180414,-3.3809994138320048,-3.318187390119979,-2.328008361866244,-0.10681944686878403,-2.4840902118233616,-1.2342021694833303,-2.07654644008899,-3.3020114248014325,2.7506141581831227,52
0.007130241394042969,0.0027010232673925186,0.0017638206481933594,0.0005413879195081704,1,0.5,10,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.5, 'estimator__gamma': 10, 'estimator__kernel': 'rbf'}",-10.890907424821934,-4.529065626564025,-2.9965145779473605,-3.3231950738880425,-3.2220434287321438,-2.3849021611541557,-0.16034854869806714,-2.492177036169078,-1.2265117002747905,-2.198224703761441,-3.3423890282011035,2.7581494512275575,53
0.006583595275878906,0.004063768019922479,0.0014726638793945313,4.276790723992178e-05,1,0.5,1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 0.5, 'estimator__gamma': 1, 'estimator__kernel': 'rbf'}",-10.890996047522451,-4.529125885153346,-2.9961760824601367,-3.3231198601900624,-3.2224392007533003,-2.3848626449710224,-0.16033691054935306,-2.492202070348145,-1.2265482393770715,-2.1984096265885698,-3.3424216567913456,2.7581703425856716,54
0.004610753059387207,0.00019924734801676753,0.0013198137283325195,3.48016080866625e-05,1000,1,auto,rbf,"{'estimator__C': 1000, 'estimator__epsilon': 1, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.615798987094964,-1.6630434104088365,-2.603638393037551,-3.2172236216749575,-3.0288417361481206,-1.979559213490532,-0.22960980371859968,-2.3066650770864165,-1.7457149531962854,-8.242155015477426,-3.3632250211333683,2.654448007323791,55
0.005363583564758301,0.0002025936606474877,0.0013374090194702148,3.854842098792948e-05,1000,1,scale,rbf,"{'estimator__C': 1000, 'estimator__epsilon': 1, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-8.529891607380693,-1.7765209443608128,-2.5112968460192047,-3.1663185901134008,-2.9848546163441476,-2.1843197813032895,-0.1983751315542406,-2.4395049143502656,-1.668198659038484,-8.31314030762479,-3.3772421398089327,2.6410595127952643,56
0.006563448905944824,0.0026760572977907213,0.0016609907150268554,0.0010189383996398764,100,1,scale,rbf,"{'estimator__C': 100, 'estimator__epsilon': 1, 'estimator__gamma': 'scale', 'estimator__kernel': 'rbf'}",-8.529984827761611,-1.7765192228945956,-2.5112844406318766,-3.166336331529587,-2.98488104469368,-2.184308130073149,-0.19837529046092336,-2.439529843272239,-1.6682323584666126,-8.313030926974687,-3.377248241675896,2.6410546761299982,57
0.003511381149291992,0.00015493178944352512,0.0011672258377075195,0.00013416345608469453,1,2,0.1,rbf,"{'estimator__C': 1, 'estimator__epsilon': 2, 'estimator__gamma': 0.1, 'estimator__kernel': 'rbf'}",-8.955441040677865,-2.403581880371024,-1.526948926435939,-5.247824135329079,-3.687337020504002,-3.8104340869254045,-0.5900411736601853,-3.389510238168936,-1.5698497982431876,-2.629455676244112,-3.3810423976559734,2.255330138532812,58
0.003705334663391113,0.00021129646791285753,0.0012163639068603516,0.00015503969184641234,1000,2,auto,rbf,"{'estimator__C': 1000, 'estimator__epsilon': 2, 'estimator__gamma': 'auto', 'estimator__kernel': 'rbf'}",-8.311630817743186,-1.920032402178275,-1.6831600745382178,-4.224897340158568,-3.370792053022406,-3.425936847022415,-0.5358738348169614,-3.03240835940864,-1.687564248845283,-5.63688822732448,-3.382918420505844,2.1497784025378404,59
