"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4549885";"";"None";"538.06";"2";"3.98";"Example 446";"COc1cc(OC)c(-c2cn3ccc(N4CCN(c5nc(N)nc(NC(C)(C)C)n5)CC4)cc3n2)cc1Cl";"IC50";"'='";"97.4";"nM";"7.01";"";"";"UO_0000065";"13.03";"0.25";"3.03";"5.89";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4571313";"";"None";"487.00";"1";"5.02";"Example 459";"COc1cc(OC)c(-c2cn3ccc(N4CCC(CNC(=O)OC(C)(C)C)C4)cc3n2)cc1Cl";"IC50";"'='";"7.69";"nM";"8.11";"";"";"UO_0000065";"16.66";"0.33";"3.09";"10.49";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4541848";"";"None";"386.88";"0";"3.60";"Example 121";"COc1cc(OC)c(-c2cn3cc(N4CCC(N)CC4)ccc3n2)cc1Cl";"IC50";"'='";"51.4";"nM";"7.29";"";"";"UO_0000065";"18.84";"0.37";"3.69";"11.21";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4590206";"";"None";"514.44";"0";"2.68";"Example 146";"COc1cc(OC)c(-c2cn3ccc(N4CCN(S(=O)(=O)C5CC5)CC4)nc3n2)cc1Cl.Cl";"IC50";"'='";"24.7";"nM";"7.61";"";"";"UO_0000065";"15.92";"0.32";"4.93";"8.52";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4575436";"";"None";"562.14";"1";"4.04";"Example 163";"COc1cc(OCCCN(C)C)c(-c2cn3ccc(N4CCC(NS(=O)(=O)C5CC5)CC4)cc3n2)cc1Cl";"IC50";"'='";"20.6";"nM";"7.69";"";"";"UO_0000065";"13.67";"0.28";"3.65";"8.69";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4562973";"";"None";"567.91";"1";"5.12";"Example 184";"Br.COc1cc(OC)c(-c2cn3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3n2)cc1Cl";"IC50";"'='";"28.5";"nM";"7.54";"";"";"UO_0000065";"15.49";"0.30";"2.43";"11.01";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4540137";"";"None";"386.88";"0";"3.47";"Example 189";"COc1cc(OC)c(-c2cn3ccc(N4CCCNCC4)cc3n2)cc1Cl";"IC50";"'='";"4.33";"nM";"8.36";"";"";"UO_0000065";"21.62";"0.42";"4.89";"16.39";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4546280";"";"None";"465.96";"0";"2.54";"Example 190";"CCS(=O)(=O)N1CCN(c2ccn3cc(-c4cc(Cl)c(OC)cc4OC)nc3n2)CC1";"IC50";"'='";"30.6";"nM";"7.51";"";"";"UO_0000065";"16.13";"0.33";"4.97";"8.42";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4531822";"";"None";"551.11";"1";"2.92";"Example 196";"COc1cc(OCCCN(C)C)c(-c2cn3ccc(N4CCN(S(=O)(=O)N(C)C)CC4)cc3n2)cc1Cl";"IC50";"'='";"14.7";"nM";"7.83";"";"";"UO_0000065";"14.21";"0.29";"4.91";"9.45";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4575370";"";"None";"550.13";"1";"3.86";"Example 215";"CCS(=O)(=O)N1CCCN(c2ccn3cc(-c4cc(Cl)c(OC)cc4OCCCN(C)C)nc3c2)CC1";"IC50";"'='";"13.5";"nM";"7.87";"";"";"UO_0000065";"14.31";"0.29";"4.01";"9.88";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4569442";"";"None";"429.78";"0";"3.38";"Example 228";"COc1cc(C)c(Cl)cc1-c1cn2ccc(N3CCNCC3)cc2n1.Cl.Cl";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"20.96";"0.41";"4.10";"17.90";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4557089";"";"None";"304.74";"0";"2.65";"Example 8";"COc1cc(OC)c(-c2cn3ccc(N)nc3n2)cc1Cl";"IC50";"'='";"18.2";"nM";"7.74";"";"";"UO_0000065";"25.40";"0.50";"5.09";"10.37";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4547938";"";"None";"399.29";"0";"3.48";"Example 21";"Br.COc1ccc(-c2cn3ccc(N4CCCC4)cc3n2)cc1C#N";"IC50";"'='";"73.3";"nM";"7.13";"";"";"UO_0000065";"22.41";"0.41";"3.65";"13.32";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4553804";"";"None";"473.96";"0";"4.17";"Example 57";"COc1cc(OC)c(-c2cn3ccc(N4CC[C@@H](NC(=O)OC(C)(C)C)C4)nc3n2)cc1Cl";"IC50";"'='";"10.8";"nM";"7.97";"";"";"UO_0000065";"16.81";"0.33";"3.80";"8.83";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4579318";"";"None";"443.98";"0";"3.36";"Example 88";"COc1cc(OC)c(-c2cn3ccc(N4CCN(CCN(C)C)CC4)cc3n2)cc1Cl";"IC50";"'='";"8.84";"nM";"8.05";"";"";"UO_0000065";"18.14";"0.35";"4.69";"17.71";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4521461";"";"None";"414.89";"0";"3.39";"Example 37";"COc1cc(OC)c(-c2cn3ccc(N4CCC(NC(C)=O)C4)cc3n2)cc1Cl";"IC50";"'='";"4.35";"nM";"8.36";"";"";"UO_0000065";"20.15";"0.39";"4.97";"12.28";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4533392";"";"None";"413.91";"0";"4.29";"Example 84";"COc1cc(OCC2CC2)c(-c2cn3ccc(N4CCOCC4)cc3n2)cc1Cl";"IC50";"'='";"13.8";"nM";"7.86";"";"";"UO_0000065";"18.99";"0.37";"3.57";"16.30";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4558032";"";"None";"425.92";"0";"3.71";"Example 108";"COc1cc(OC)c(-c2cn3ccc(N4CCN(CCC#N)CC4)cc3n2)cc1Cl";"IC50";"'='";"14.2";"nM";"7.85";"";"";"UO_0000065";"18.43";"0.36";"4.14";"11.89";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4590756";"";"None";"487.99";"0";"4.56";"Example 36";"COc1cc(OC)c(-c2cn3ccc(N4CCC(NC(=O)OC(C)(C)C)CC4)nc3n2)cc1Cl";"IC50";"'='";"55.2";"nM";"7.26";"";"";"UO_0000065";"14.87";"0.29";"2.70";"8.04";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4536934";"";"None";"357.84";"0";"3.81";"Example 230";"COc1cc(C)c(Cl)cc1-c1cn2ccc(N3CCOCC3)cc2n1";"IC50";"'='";"18.3";"nM";"7.74";"";"";"UO_0000065";"21.62";"0.42";"3.93";"19.84";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4539367";"";"None";"414.89";"0";"3.70";"Example 263";"COc1cc(OC)c(-c2cn3ccc(NC(=O)[C@@H]4CCCN4C)cc3n2)cc1Cl";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"17.32";"0.34";"3.49";"10.55";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4570591";"";"None";"594.11";"2";"5.18";"Example 269";"COc1cc(OC)c(-c2cn3ccc(-c4ccc(C(=O)NCCNCCNC(=O)OC(C)(C)C)cc4)cc3n2)cc1Cl";"IC50";"'='";"40.8";"nM";"7.39";"";"";"UO_0000065";"12.44";"0.24";"2.21";"6.41";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4513384";"";"None";"551.87";"2";"5.49";"Example 271";"COc1cc(OC)c(-c2nc3cc(N4CCN(C(=O)OC(C)(C)C)CC4)ccn3c2Br)cc1Cl";"IC50";"'='";"26.7";"nM";"7.57";"";"";"UO_0000065";"13.72";"0.30";"2.08";"11.05";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4526470";"";"None";"465.95";"0";"3.37";"Example 279";"COc1cc(OC)c(-c2cn3ccc(N4CCN(c5ccnc(N)n5)CC4)cc3n2)cc1Cl";"IC50";"'='";"9.38";"nM";"8.03";"";"";"UO_0000065";"17.23";"0.33";"4.66";"8.54";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
"CHEMBL4579974";"";"None";"534.06";"1";"4.78";"Example 295";"COc1cc(OC)c(-c2cn3ccc(N4CCN(c5ccnc(N6CCCCC6)n5)CC4)cc3n2)cc1Cl";"IC50";"'='";"59.8";"nM";"7.22";"";"";"UO_0000065";"13.53";"0.26";"2.44";"10.14";"0";"CHEMBL4477004";"Inhibition of SUV39H2 (unknown origin) using H3 histone peptide substrate and [3H]-SAM incubated for 3 hrs by microbeta counting based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795177";"Histone-lysine N-methyltransferase SUV39H2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476875";"38";"Patent Bioactivity Data";"";"2018";"None";"";""
