"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3673498";"";"None";"494.02";"0";"4.94";"BDBM167816";"CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(NCc5ccccc5Cl)n4)ccnc3[nH]2)CC1";"IC50";"'='";"490.0";"nM";"6.31";"";"311597";"UO_0000065";"12.77";"0.25";"1.37";"6.94";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3668464";"";"None";"339.41";"0";"4.23";"BDBM167706";"COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCCCNC3)cc12";"IC50";"'='";"33.0";"nM";"7.48";"";"311488";"UO_0000065";"22.04";"0.41";"3.25";"14.98";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3668532";"";"None";"479.49";"0";"2.68";"BDBM167776";"COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN(CC(=O)N4CC(O)C4)CC3)c(C#N)c12";"IC50";"'='";"135.0";"nM";"6.87";"";"311557";"UO_0000065";"14.33";"0.27";"4.19";"6.51";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3668395";"";"None";"413.49";"0";"3.35";"BDBM167636";"COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[C@H](NCC(O)CO)CC3)cc12";"IC50";"'='";"28.0";"nM";"7.55";"";"311418";"UO_0000065";"18.27";"0.34";"4.20";"8.35";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3668486";"";"None";"402.45";"0";"2.67";"BDBM167729";"COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(S(N)(=O)=O)CC3)cc12";"IC50";"'='";"30.0";"nM";"7.52";"";"311510";"UO_0000065";"18.69";"0.37";"4.85";"7.43";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3663798";"";"None";"418.93";"1";"5.32";"BDBM167573";"Clc1ccc(OCc2ccccc2)nc1-c1ccnc2[nH]c(C3CCNCC3)cc12";"IC50";"'='";"24.0";"nM";"7.62";"";"311355";"UO_0000065";"18.19";"0.35";"2.30";"12.13";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3663799";"";"None";"311.36";"0";"3.45";"BDBM167574";"COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCNC3)cc12";"IC50";"'='";"17.0";"nM";"7.77";"";"311356";"UO_0000065";"24.95";"0.46";"4.32";"15.56";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3663800";"";"None";"311.36";"0";"3.45";"BDBM167575";"COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCNC3)cc12";"IC50";"'='";"25.0";"nM";"7.60";"";"311357";"UO_0000065";"24.42";"0.45";"4.15";"15.22";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3673503";"";"None";"420.47";"0";"4.38";"BDBM167821";"Fc1cc(F)cc(CNc2cncc(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)c1";"IC50";"'='";"5.0";"nM";"8.30";"";"311602";"UO_0000065";"19.74";"0.37";"3.92";"10.57";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3663795";"";"None";"431.97";"1";"5.92";"BDBM167570";"C[C@H](Nc1ccc(Cl)c(-c2ccnc3[nH]c(C4CCNCC4)cc23)n1)c1ccccc1";"IC50";"'='";"49.0";"nM";"7.31";"";"311352";"UO_0000065";"16.92";"0.32";"1.39";"11.14";"0";"CHEMBL3706310";"LANCE ULight TR-FRET Kinase Assay: CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639207";"37";"BindingDB Database";"";"2015";"None";"";""
